Polling Booth Name,Polling Booth Address,HearingAid,Braille,Interpreter Services,latitude,longitude
"EDUBRIDGE INTERNATIONAL SCHOOL (ROBERT MONEY HIGH SCHOOL OLD BUILDING) GROUND FLOOR, PARTITION 3","GROUND FLOOR, PARTITION 3, Wadilal Patel Marg, Mumbai 07",Yes,No,Yes,18.9570907,72.8202241
"SARDAR HIGH SCHOOL,","BACKSIDE GROUND FLOOR, ROOM NO. 18,  24/26Khetwadi 12 Lane, Mumbai -04",Yes,No,Yes,18.961842,72.8217401
"THE BHARAT EDUCATION SOCITY SANT GADGE MAHARAJ COLLEGE OF COMMERCE AND ECONOMICS,","GROUND FLOOR HALL, PART 1 (NORTH SIDE) 24/26 KHETWADI 12TH LANE MUMBAI 04",No,No,No,18.9602217,72.8211638
THE BHARAT EDUCATION SOCITY SANT GADGE MAHARAJ COLLEGE OF COMMERCE AND ECONOMICS,GROUND FLOOR HALL PART-3 (SOUTH SIDE) 24/26 KHETWADI 12TH LANE MUMBAI 04,Yes,No,Yes,18.9602217,72.8211638
SARDAR HIGH SCHOOL,"GROUND FLOOR, BOY S COMMON ROOM NO. 15 24/26 Khetwadi 12th Lane Mumbai-04",No,Yes,Yes,18.9602217,72.8211638
"WEST KHETWADI MUNICIPAL MARATHI SCHOOL NO.1,","GROUND FLOOR, COMPUTER ROOM, 60 KHEMRAJ KRISHNADAS MARG, MUMBAI-04",Yes,No,No,19.0759837,72.8776559
"Ideal Edu.soc.Union high School ,","GR, FLOOR, BALWADI ROOM, 205 A.V KOLATKAR MARG, INFRONT OF KHETWADI 10TH LANE MUMBAI 04",No,Yes,Yes,18.9598383,72.8223862
Ideal Edu.soc.Union high School,"Gr. floor, hall partition- 2  A. V. Kolatkatkar marg khetwadi 10th lane Mumbai 04",No,No,No,18.9598383,72.8223862
"ASHRAY ABHYASIKA,","GROUND FLOOR, ROOM NO.1 khermraj krishnadas marg Mumbai-04",Yes,Yes,No,19.1180869,72.8227161
"VANITA VISHRAM HALL,",GROUND FLOOR HALL PARTITION 1 sardar Vallabhbhai Patel marg Mumbai-04,Yes,No,No,19.0759837,72.8776559
"SUNITI GIRLS HIGH SCHOOL (SHIKSHAN SANSTHA, ASHOK HIGH SCHOOL) GROUND FLOOR, ROOM NO. 14","GROUND FLOOR, ROOM NO. 14,  10-14 parekh street Mumbai-04",Yes,Yes,Yes,18.9591224,72.8196279
"SUNITI GIRLS HIGH SCHOOL (SHIKSHAN SANSTHA, ASHOK HIGH SCHOOL)","GROUND FLOOR,HALL PARTITION NO.1  10-14 parekh street Mumbai-04",Yes,No,No,18.9591224,72.8196279
"QUEENS MERRY HIGH SCHOOL GROUND FLOOR, OPP.","LUNCH HALL ROOM NO.1, 425 vitthalbhai patel marg, Mumbai-04",Yes,No,No,19.1200052,72.83977589999999
WILLSON HIGH SCHOOL OLD BUILDING,"GROUND FLOOR ROOM NO 1, DR. WILLSON STREET MUMBAI 4",No,Yes,Yes,18.9566732,72.824066
MODERN HIGH SCHOOL (SIKKANAGAR),"GROUND FLOOR, ROOM NO. 2, 138N Vitthalbhai patel marg Mumbai-04",Yes,Yes,Yes,18.9565812,72.8222725
"LILAVATI LALAJI DAYAL HIGH SCHOOL,","GROUND FLOOR, ROOM NO.1, STD. 5, sardar Vallabhbhai patel Marg, Mumbai-04",Yes,Yes,No,19.1316058,72.8689565
Brahmin Hall,"Hall Partition 1, Raja Ram Mohan Roy road , Mumbai 04",No,No,No,18.9569726,72.819645
MARWADI HIGH SCHOOL,"GROUND FLOOR BACKSIDE SHED, 473 sardar vallbhbhai patel marg,  Mumbai-04",Yes,No,No,19.0759837,72.8776559
"SHETH DGT HIGH SCHOOL(GOKHALE EDUCATION SANSTHA),","GROUND FLOOR, ROOM NO.1, 383C Vitthalbhai patel marg, Mumbai-04",Yes,No,Yes,18.9586742,72.815924
"SHARADA MANDIR HIGH SCHOOL,","GROUND FLOOR HALL PARTITION- 4 Harishchandra Goregaonkar Marg, Mumbai-04",No,Yes,Yes,18.9584672,72.8134022
HAJARIMAL SOMANI COLLEGE(BHAVANS COLLEGE),"GROUND FLOOR, PHY- CHEMISTRY LAB NO.03,  15 Kulpati K M Munshi Marg Mumbai-07",No,Yes,No,18.9579661,72.8101061
HAJARIMAL SOMANI COLLEGE BHAVANS COLLEGE,"GROUND FLOOR DEPT OF CHEMISTRY STAFF ROOM, 15 KULPATI K.M. MUNSHI MARG MUMBAI 7",Yes,No,No,18.9579661,72.8101061
"ARYAN HIGH SCHOOL,","GROUND FLOOR HALL PARTITION 1,  75 Jagnnath Shankar Sheth Marg Mumbai-04",Yes,Yes,No,18.9560548,72.8173523
KSHATRIYA DNYATI NIWAS HALL,"GROUND FLOOR HALL, 229 RAJA RAM MOHAN ROY MARG, MUMBAI-04",Yes,No,Yes,18.9556023,72.8188452
KRB ANANT SHIVAJI DESAI TOPIWALE VACHANALAY HALL,"GROUND HALL M.H. NO. 145 A  Jagnnath shankar sheth marg, Mumbai-04",Yes,No,Yes,18.9553695,72.8196605
"MODERN HIGH SCHOOL, SIKKA NAGAR",GROUND FLOOR HALL PARTITION NO 2  Vitthalbhai patel marg Mumbai-04,Yes,No,No,18.955547,72.825017
"MODERN HIGH SCHOOL,","Sikka nagar, Corridor vitthal bhai patel road Mumbai -04",No,Yes,Yes,18.9562586,72.8228282
CHANDARAMJI GIRLS HIGH SCHOOL,OLD BUILDING GROUND FLOOR CANTEEN HALL PARTITION NO 2 Khadilkar road Mumbai-04,Yes,Yes,No,18.95384,72.823835
Earth Pride society,"Car Parking Partition -1, Khadilkar road, Mumbai-04",Yes,Yes,No,18.9547456,72.82186
Earth Pride Society,"Car Parking Partition -2, Khadilkar road, Mumbai-04",Yes,Yes,Yes,18.95384,72.823835
MORARBAG CENTRAL HALL,"GROUND FLOOR PART 1, 33 Nath Madhav Lane, Mumbai-04",Yes,No,No,18.9543174,72.8254243
"MORARBAG CENTRAL HALL,","GROUND FLOOR PART 2 33 Nath Madhav Lane, Mumbai-04",Yes,Yes,Yes,18.9543174,72.8254243
"VISHNUBAG HALL,","GROUND FLOOR, PART A SHENVIWADI ,KHADILKAR MARG MUMBAI 04",Yes,No,No,18.954966,72.823069
"Shripati Jewels CHS,",Society Office Ground Floor Tatya Gharpure Path Girgaon SHENVIWADI KHADILKAR MARG MUMBAI 4,No,No,No,18.9556368,72.8202542
Shripati Jewels CHS,Store room Ground Floor Tatya Gharpure Path Girgaon SHENVIWADI KHADILKAR MARG MUMBAI 4,Yes,No,No,18.9556368,72.8202542
CHIKISTAK SAMUH HIGH SCHOOL,"(PODDAR PRIAMARY SCHOOL) GROUND FLOOR, ROOM NO. G1, Sadashiv cross lane Mumbai-04",Yes,No,Yes,18.9553692,72.8216409
Aryan Education Society girls School,"Shardasadan, Jagnnath shankar sheth Marg, Girgaon, Mumbai-04",Yes,No,Yes,18.9542003,72.8202339
"K.P.B. HINDUJA COLLEGE,","GROUND FLOOR, ROOM NO. G8 Raja Ram Mohan Roy Road Mumbai-04",Yes,Yes,No,18.9569008,72.8194233
"SHRI HALAI LOHANA MAHAJAN TRUST HALL PART 1,",GROUND FLOOR (East Side) 6/10 Thakurdwar Marg Dr. Babasaheb Jaikar Marg Mumbai-04,Yes,No,Yes,18.952036,72.8231644
"SHRI HALAI LOHANA MAHAJAN TRUST HALL PART 2, GROUND FLOOR (East Side)","PART 2, GROUND FLOOR (East Side) 6/10 Thakurdwar Marg Dr. Babasaheb Jaikar Marg Mumbai-04",No,No,No,18.952036,72.8231644
SHRI HALAI LOHANA MAHAJAN TRUST,"HALL PART 3, GROUND FLOOR (East Side) 6/10 Thakurdwar Marg Dr. Babasaheb Jaikar Marg Mumbai-04",Yes,No,No,18.952036,72.8231644
"SENT TERESA HIGH SCHOOL,","GROUND FLOOR, ROOM NO.2 (KGA) 315 Raja Rammohan Roy Road Mum 04",Yes,Yes,Yes,18.9532261,72.8182788
"BEHAMRAMJI JIJIBHAI INSTITUTE,","GROUND FLOOR, ROOM NO. 8,  33A Maharashri Karve road Mumbai-04",Yes,Yes,Yes,18.9259985,72.82797029999999
"D.S.B. INTERNATIONAL SCHOOL,","GROUND FLOOR, Hall PARTITION 1, 25 Dadeesheth road Babulnath Mumbai-07",No,No,No,18.9592844,72.8087115
"DY. ENGINEER OFFICE,","GROUND FLOOR, PWD Dept.  Shrimati Khatiba Shaffi Tayyabji Marg Mumbai -06",No,No,No,18.9436403,72.8315542
DY. ENGINEER (NEW CHEMBER),"GROUND FLOOR, PWD OFFICE Shrimati Khatiba Shaffi Tayyabji Marg Mumbai -06",Yes,Yes,No,18.9436403,72.8315542
"CATHEDROL   JHON CANON INFANT SCHOOL,","GROUND FLOOR, L1K(LOWER ONE CARE) Shrimati Khatiba Shaffi Tayyabji Marg Mumbai -06",No,Yes,No,18.9436403,72.8315542
"DIVYALOK BUILDING,","GROUND FLOOR HALL PART 1,NEAR SATPUDA BUILDING, L. D. Ruparel  Marg Mumbai-06",Yes,No,No,18.9549913,72.8011844
DIVYALOK BUILDING,"GROUND FLOOR HALL PART 2 NEAR SATPUDA BUILDING, L. D. Ruparel  Marg Mumbai-06",No,Yes,Yes,18.9549913,72.8011844
"KHAMBALA HILL ENGLISH HIGH SCHOOL,","GROUND FLOOR, STD. 2A, Bhahusaheb Hire marg Mumbai-06",Yes,No,No,18.9529073,72.80035819999999
"VALSINGHAM HIGH SCHOOL,","BASMENT, KG SECTION ROOM NO. 1,  78 Lady Laxmibai Jagmohandas marg Mumbai-06",No,No,Yes,18.9570843,72.7997869
"GOPI BIRLA MEMORIAL PUBLIC SCHOOL,","GROUND FLOOR, ROOM NO. 1, 68 Walkeshwar road Mumbai-06",No,No,Yes,18.9506165,72.80288949999999
"MANAV MANDIR TRUST,","GROUND FLOOR HALL PART 1, Manav Mandir road Mumbai -06",Yes,No,No,18.9498976,72.79636339999999
Below Rocky Hill Compd,B Wing Parking area Partition No1 NARAYAN DABHOLKAR ROAD MUMBAI 6,Yes,Yes,Yes,18.9513877,72.7942499
"KAWALE MATH MUNICIPAL SCHOOL,","GROUND FLOOR SHED PARTITION 1, DUNGARSHI ROAD MUMBAI-06",Yes,Yes,No,19.0759837,72.8776559
"Purnanand Society,","Car parking partition-1, Bhagwandas road, walkeshawar banganga, Mumbai-06",No,No,Yes,18.950754,72.8020638
"MUNICIPAL HINDI SCHOOL,","GROUND FLOOR, ROOM NO.3 DR. BHAGAVANDAS ROAD MUMBAI-06",No,Yes,Yes,19.0759837,72.8776559
Purnanand Society,"Car parking partition-2, Bhagwandas road, walkeshawar banganga, Mumbai-06",No,Yes,Yes,18.950754,72.8020638
RAJ BHAVAN CLUB,"GROUND FLOOR HALL 272, WALKESHWAR ROAD, MUMBAI-06",Yes,Yes,Yes,18.943685,72.79451949999999
"Holy Cross High school,","primary section, Ground floor, Room no. 1, Mumbai-400013",No,Yes,Yes,19.1180869,72.8227161
"Social Service league highschool, Silver Jubilee Building,","Social Service league highschool, Silver Jubilee Building, English School, Room No 1,Ground Floor, Parel, Mumbai 400012",No,No,Yes,19.0035047,72.84183879999999
Jagannath Bhatnakar Marg Uppar Primary Municipal school no.2,"Ground Floor, Room No. 1, Parel, Mumbai-400012",No,No,No,19.0059503,72.83123239999999
Best Colonial Grounds in the Backyard of Mahatma Phule Technical High School,"Mandap A, Best Colonial Grounds in the Backyard of  Mahatma Phule Technical High School Bhoiwada, Mumbai-400012",Yes,Yes,Yes,19.0048419,72.8460091
"Mumbai Public School,(English Medium),","Mandap  A ,D.G.Mahajani Road, Shivadi Cross Road, Shivadi West, Mumbai-400015",Yes,No,No,19.0038767,72.8531967
"Mahatma Phule Technical High School,","Ground Floor, Room No.1 Bhoiwada, Mumbai-400012",Yes,Yes,Yes,19.0076677,72.8446052
"R. M. Bhatt High School,","Gokhale Society Lane, Ground Floor, Room No. 1, parel, Mumbai-400012",No,No,No,19.0039845,72.8404245
"Poybawadi Municipal Upper Primary Hindi School,","Ground Floor, Room No. 4, Parel, Mumbai-400012",No,Yes,Yes,19.0035047,72.84183879999999
"Shivadi Cross Road Upper Primary, Municipal Marathi School,","Ground Floor,Room No. 1, Shivadi, Mumbai-400015",No,Yes,Yes,18.9913485,72.8538394
"Maharashtra Institute of Labour Studies,","Ground Floor, Part-1, Parel, Mumbai-400012",Yes,Yes,No,19.0059503,72.83123239999999
Haffkin Institute Gymkhana hall (East),"Ground Floor, Parel, Mumbai-400012",No,No,No,19.0035047,72.84183879999999
B.P.T Warehouse,"Mandap  A  Open Ground Opposite B.P.T Warehouse,Haji Bunder Road,Gadi Adda, Shivadi Mumbai-400015",Yes,No,Yes,18.995234,72.853426
"Regional Plant Quarantine Station, Gate No.1","Semi Enclosed Space Mandap  A  in Regional Plant Quarantine Station, Gate No.1,Haji Bunder Road,Gadi Adda, Shivadi Mumbai-400015",No,No,No,18.9927051,72.8559863
"Regional Plant Quarantine Station, Gate No.2","Mandap  B  in Regional Plant Quarantine Station, Gate No.1,Haji Bunder Road,Gadi Adda, Shivadi Mumbai-400015",Yes,No,No,18.9927051,72.8559863
"Regional Plant Quarantine Station, Gate No.3","Mandap  C  in Regional Plant Quarantine Station Left Side of Gate No.2,Haji Bunder Road,Gadi Adda, Shivadi Mumbai-400015",Yes,Yes,Yes,18.9927051,72.8559863
"Regional Plant Quarantine Station, Gate No.4","Mandap  D  in Regional Plant Quarantine Station,Left Side of Gate No.2,,Haji Bunder Road,Gadi Adda, Shivadi Mumbai-400015",No,Yes,No,18.9927051,72.8559863
"G.M. Medical College Krida Bhavan,","(Gymkhana) Ground Floor, Hall-A, K.E.M. Hospital Compound, Parel, Mumbai-400012",No,No,No,18.9372326,72.8308473
"Central Railway, Boxing Hall,","Ground Floor, Right Side, Parel, Mumbai-400012",No,Yes,Yes,19.0035047,72.84183879999999
"Central Railway Table Tennis Hall,","Ground Floor, Parel, Mumbai-400012",Yes,No,No,19.0035047,72.84183879999999
"Baradevi Municipal Marathi Upper Primary School,","Basement Hall A, Parel, Mumbai-400012",No,Yes,No,19.0035047,72.84183879999999
Baradevi Municipal Marathi Upper Primary School,"open space of the front gate, Parel  Mumbai-400012",No,Yes,No,19.0035047,72.84183879999999
"Haffkin BioPharma Employees Union Sanchalit Balwadi,","Parel, Mumbai-400012",Yes,No,No,19.0035047,72.84183879999999
"Shivadi Kamgar Kalyan Kendra,","B.D.D. Chawl No. 13, Ground Floor, Hall-A, Shivadi, Mumbai-400015",No,No,Yes,19.0016323,72.81874169999999
"Prabhodhankar Thakare Kridangan Marg M. Lo. Pra. School,","Ground Floor, Room No.13, Shivadi, Mumbai-400015",No,No,Yes,18.9894122,72.85175509999999
"Dr. Shirodkar High School,","Ground Floor, Room No.6 Parel, Mumbai-400012",No,No,Yes,18.9893358,72.8441782
Prabhodhankar Thakare Kridangan Marg Mun Lo Pra School,"Prabhodhankar Thakare Kridangan Marg Mun Lo Pra School Hall   Ground Floor, Hall  A, Shivadi, Mumbai 400015",Yes,Yes,No,18.9924132,72.8547164
"MCGM Parking Building,","Ground Floor, Semi Enclosed Space-1,T.J Road, Near Celestia Tower,Opposite Navayug Industries, Shivadi, Mumbai-400015",No,Yes,No,18.9992787,72.85037919999999
Maharshi Dayanand College Compound,"In Maharshi Dayanand College Compound,Parel, Mumbai-400012",No,No,No,18.9985341,72.8409755
"Maharashtra Kamgar Kalyan Mandal,","Hall Shishu Sankar Shala-A, Shivadi Mumbai-400015",Yes,Yes,No,18.9924132,72.8547164
"Sir J.J.Bhai Parel Primary School,","Ground Floor, Jr. K.G. Class, Parel Mumbai-400012",No,Yes,Yes,19.0035047,72.84183879999999
"Mumbai Veterinary College,","Old Building Hostel, Ground Floor, Table Tenis Hall-A, Mumbai-400012",Yes,Yes,Yes,19.0759837,72.8776559
"Chandika Sansthan Municipal Marathi School,","Ground floor, Room No.5,Parel, Mumbai-400012",Yes,Yes,Yes,19.000156,72.847492
"Near Municipal Dispensary ground, currey road,","Mandap (a), Currey Road, Near Municipal Dispensary ground, currey road, Mumbai-400013",No,Yes,No,18.994402,72.83288999999999
"B.E.S.T. Colony,","Ground Floor, Shishu Vikas A, E Block, Parel, Mumbai-400012",Yes,Yes,No,18.996096,72.8421292
"Income Tax office, Piramal chamber","Piramal chamber, Tennis hall, Ground Floor, Lalbaug, Mumbai-400012",No,No,Yes,18.9908177,72.83825470000001
"Vankundre Shantaram Health Center and Clinic,","Room No.1, Vankundre Shantaram Health Center and Clinic, Rajkamal Marg, Paral, Mumbai-400012",No,Yes,Yes,18.9962891,72.8421554
"E Block B.E.S.T Colony, Parel","Mandap in Ground in Front of  E  Block B.E.S.T Colony, Parel, Mumbai-400012",No,Yes,No,18.9951538,72.8423166
Maharashtra High School,"Mandap A, in the open field behind the Maharashtra High School,Mumbai-400011",Yes,No,No,18.9938572,72.83162899999999
"Chandika Sansthan Municipal Marathi School, 12","Ground Floor, Room No-2, Mumbai-4000",No,Yes,No,19.0759837,72.8776559
"Adarsh Mahila Mandal ,","Best Kamgar Colony Beside Officers Quarters,Parel, Mumbai-400012",No,Yes,No,18.970723,72.833944
"B.E.S.T Colony N Block, Parel","Mandap  A  in Ground at Backside of B.E.S.T Colony  N  Block, Parel, Mumbai-400012",Yes,Yes,Yes,18.9951538,72.8423166
"B.E.S.T Colony,","Culture Shed, Semi Enclosed Space  A  Parel, Mumbai-400012",Yes,No,Yes,19.0035047,72.84183879999999
"M.C.G.M City Disaster Management Institute,","Art Gallery Ground Floor Hall Semi Enclosed Mandap  A , Beside B.E.S.T Colony, Parel, Mumbai-400012",Yes,Yes,No,18.9951538,72.8423166
"Triveni Sadan Upper Primary Municipal Marathi School,","1st Floor, Room No. 23, Currey Road, Mumbai-400012",No,No,Yes,18.9951706,72.8318647
"N.M Joshi Municipal Primary Marathi School No. 2,","Ground Floor Room No. 24, Mumbai-400011",No,No,No,18.9751929,72.84243099999999
"Abhyudaya Nagar Municipal Upper Primary Marathi School No. 2,","(West Side), Ground Floor, Room, No. 7, Kalachowki, Mumbai-400033",No,Yes,Yes,18.988909,72.84176459999999
"Ahilya Vidyamandir, Primary  Secondary School,","Building No.1, Ground Floor, Room No.1, Primary School Abhudayanagar, Kalachowki, Mumbai - 400033",No,No,Yes,18.9879913,72.844059
"Shree Sarvajanik Balmandir High School,","Building No.1, Ground Floor, Room No.1,Abhudayanagar, Kalachowki, Mumbai - 400033",No,Yes,No,18.9879913,72.844059
"BMC Maidan, adjacent to Zakaria Bandar Urdu Municipal School","Mandap A, BMC Maidan, adjacent to Zakaria Bandar Urdu Municipal School, Mumbai - 400015",No,Yes,Yes,18.9960872,72.8528356
Abhyudaya Nagar Samaj Mandir,"Hall-A, Kalachowki, Mumbai-400033",No,No,Yes,18.9901964,72.8430551
"Maharashtra Seva mandal Building,","Gymnasium, Ground Floor, Ganesh Galli, Lalbaug, Mumbai-400012",No,No,No,18.9893319,72.837868
"Lalbaug Upper Primary Municipal Marathi primary Municipal Marathi School No2,","Gr. Floor, Room No. 2, Lalbaug, Mumbai-400012",Yes,No,Yes,18.988351,72.839601
"Recreation Grounds, F South Division, Old Gas Company","Mandap A, Recreation Grounds, F South Division, Old Gas Company, Neighborhood of Anupam Building, Peru Compound, Lalbaug, Mumbai-400012",No,No,No,18.9908177,72.83825470000001
"N.M.K. Highschool, Abhyudaya Nagar,","Thokarasi Jivraj Marg, Ground Floor, Room No. 699, Kalachowki Mumbai-400033",Yes,No,Yes,18.9901964,72.8430551
Chhatrapati Shivaji Maharaj Maidan (hot pit),"Mandap A, Chhatrapati Shivaji Maharaj Maidan (hot pit), Lalbagh, Mumbai-400012",No,No,No,18.9908177,72.83825470000001
"Rajashri Shahu Vidyayalay,","Mogul House, Ground Floor, Room No. 20, N. M. Joshi Marg, Mumbai-400011",No,Yes,No,18.9927626,72.831305
"Abhyudaya Nagar Shivaji Vidyalay,","Ground Floor, (east Side) Room No..1, Kalachowki, Mumbai-400033",No,Yes,No,18.9883913,72.8389105
Maharashtra Kamgar Kalyan Mandal,"Maharashtra Kamgar Kalyan Mandal ,  In Ground of Shishu Vikas School, Mandap A Lalbaug, Mumbai 400012",No,Yes,Yes,18.9908177,72.83825470000001
Ahilyabai Primary School,"Ahilyabai Primary School, Building No.33, Ground Floor, Room no.1, Opp. Kalachowki Police Station, Kalachowki, Mumbai - 400033",Yes,Yes,No,18.9883913,72.8389105
"Maharashtra Workers Welfare Center,","Hall No.1, Maharashtra Workers Welfare Center, Dattaram Lad Marg, Kalachaki, Mumbai-12",No,No,Yes,18.9882414,72.8386373
"Kalachowki Maharashtra Kamgar Kalyan kendra,","Room No. 1, Kalachowki, Mumbai-400033",Yes,Yes,Yes,18.9883913,72.8389105
Cotton Exchange,"Hall-A, Cotton Exchange, Ground Floor Hall, Kalachowki, Mumbai-400033",No,No,Yes,18.9901964,72.8430551
"Central Labour Institute, Hall Partition-A","N.S.Mankikar Road, Sion (E) Mumbai 22",No,Yes,Yes,19.0492908,72.8660855
"Central Labour Institute, Hall Partition-B","Central Labour InstituteN.S.Mankikar Road, Sion (E) Mumbai-22",Yes,Yes,No,19.0490947,72.8671921
"Central Labour Institute, Hall Partition-C","N.S.Mankikar Road, Sion (E) Mumbai 22",No,Yes,No,19.0492908,72.8660855
Room No.1 Eklavya edu. Sadhana sanchalit Karmaveer Bhaurao Patil Marathi Medium School,"Ground Floor, Pratiksha Nagar, Sion Koliwada,Mumbai-22",Yes,No,Yes,19.0400233,72.8681383
"Room No.1, Peoples Welfare Society Highschool","Plot No.46, Scheme 6, Sion Mumbai",No,No,Yes,19.0287391,72.86103279999999
S.I.E.S. College Of Commerce and Economics Hall Partition - A,T. V. Chidambaram Marg Sion East Mumbai No. 22,No,No,Yes,19.0442307,72.8656255
Room No 2 Peoples Welfare Society Highschool,"Plot No.46, Scheme 6, Sion Mumbai",Yes,No,No,19.0287391,72.86103279999999
"Partition B, S.I.E.S. College Of Commerce and Economics",T. V. Chidambaram Marg Sion East Mumbai No. 22,Yes,No,No,19.0442307,72.8656255
Room No.2 Eklavya edu. Sadhana sanchalit Karmaveer Bhaurao Patil Marathi Medium School,"Ground Floor, Pratiksha Nagar, Sion Koliwada,Mumbai-22",No,Yes,No,19.0400233,72.8681383
Room No.3 Eklavya edu. Sadhana sanchalit Karmaveer Bhaurao Patil Marathi Medium School,"Ground Floor, Pratiksha Nagar, Sion Koliwada,Mumbai-22",Yes,Yes,Yes,19.0400233,72.8681383
Room No.4 Eklavya edu. Sadhana sanchalit Karmaveer Bhaurao Patil Marathi Medium School,"Ground Floor, Pratiksha Nagar, Sion Koliwada,Mumbai-22",Yes,Yes,Yes,19.0400233,72.8681383
Room No.5 Eklavya edu. Sadhana sanchalit Karmaveer Bhaurao Patil Marathi Medium School,"Ground Floor, Pratiksha Nagar, Sion Koliwada,Mumbai-22",No,No,Yes,19.0400233,72.8681383
Room No.7 Eklavya edu. Sadhana sanchalit Karmaveer Bhaurao Patil Marathi Medium School,"Ground Floor, Pratiksha Nagar, Sion Koliwada,Mumbai-22",No,Yes,No,19.0400233,72.8681383
"Hall Partition A, Eklavya edu. Sadhana sanchalit Karmaveer Bhaurao Patil Marathi Medium School","Ground Floor, Pratiksha Nagar, Sion Koliwada,Mumbai-22",Yes,No,No,19.0400233,72.8681383
"Hall Partition B, Eklavya edu. Sadhana sanchalit Karmaveer Bhaurao Patil Marathi Medium School","Ground Floor, Pratiksha Nagar, Sion Koliwada,Mumbai-22",No,No,No,19.0400233,72.8681383
Room No.159 Eklavya edu. Sadhana sanchalit Karmaveer Bhaurao Patil English Medium School,"Ground Floor, Pratiksha Nagar, Sion Koliwada,Mumbai-22",No,No,Yes,19.0400233,72.8681383
Room No.160 Eklavya edu. Sadhana sanchalit Karmaveer Bhaurao Patil English Medium School,"Ground Floor, Pratiksha Nagar, Sion Koliwada,Mumbai-22",No,Yes,Yes,19.0400233,72.8681383
Room No.161 Eklavya edu. Sadhana sanchalit Karmaveer Bhaurao Patil English Medium School,"Ground Floor, Pratiksha Nagar, Sion Koliwada,Mumbai-22",No,Yes,Yes,19.0400233,72.8681383
Room No. 162 Eklavya edu. Sadhana sanchalit Karmaveer Bhaurao Patil English Medium School,"Ground Floor, Pratiksha Nagar, Sion Koliwada,Mumbai-22",No,No,Yes,19.0400233,72.8681383
Room No.163 Eklavya edu. Sadhana sanchalit Karmaveer Bhaurao Patil English Medium School,"Ground Floor, Pratiksha Nagar, Sion Koliwada,Mumbai-22",Yes,No,No,19.0400233,72.8681383
Room No.166 Eklavya edu. Sadhana sanchalit Karmaveer Bhaurao Patil English Medium School,"Ground Floor, Pratiksha Nagar, Sion Koliwada,Mumbai-22",Yes,Yes,Yes,19.0400233,72.8681383
"Hall, Eklavya edu. Sadhana sanchalit Karmaveer Bhaurao Patil English Medium School","Ground Floor, Pratiksha Nagar, Sion Koliwada,Mumbai-22",Yes,No,Yes,19.0400233,72.8681383
"Balwadi Room No 1 Pratiksha Nagar School Complex, Municipal School No.1","Ground Floor, Near Ganpati Mandir, Pratiksha Nagar, Sion Koliwada, Mumbai-22",No,Yes,No,19.0400233,72.8681383
"Balwadi Room No 2 Pratiksha Nagar School Complex, Municipal School No.1","Ground Floor, Near Ganpati Mandir, Pratiksha Nagar, Sion Koliwada, Mumbai-22",Yes,No,No,19.0400233,72.8681383
"Partition A, Pratiksha Nagar School Complex, Municipal School No.1","Ground Floor, Near Ganpati Mandir, Pratiksha Nagar, Sion Koliwada, Mumbai-22",Yes,Yes,No,19.0400233,72.8681383
"Partition B, Pratiksha Nagar School Complex, Municipal School No.1","Ground Floor, Near Ganpati Mandir, Pratiksha Nagar, Sion Koliwada, Mumbai-22",Yes,No,No,19.0400233,72.8681383
"Partition C, Pratiksha Nagar School Complex, Municipal School No.1","Ground Floor, Near Ganpati Mandir, Pratiksha Nagar, Sion Koliwada, Mumbai-22",No,No,Yes,19.0400233,72.8681383
Sheth Beaumonte CHS Hall,"Sion Circle, near PVR Cinema, Sion East, Sion, Mumbai, 400022",Yes,No,Yes,19.0426184,72.8642233
BMC Garden Chowk,"Sion East, Sion, Mumbai, 400022",Yes,No,Yes,19.0351454,72.86631729999999
"S.K. Roy High School, Room No 1","Ground Floor,Kokari Agar,Antop Hill,Mumbai-37.",No,Yes,Yes,19.0347779,72.8700096
"S.K. Roy High School, Room No 2","Ground Floor,Kokari Agar,Antop Hill,Mumbai-37.",No,No,Yes,19.0347779,72.8700096
"S.K. Roy High School, Room No 3","Ground Floor,Kokari Agar,Antop Hill,Mumbai-37.",Yes,No,No,19.0347779,72.8700096
Priyadarshini Vidya Mandir Hall partition A,"Ground Floor, Kokri Agar, Antop Hill, Mumbai-37.",No,Yes,Yes,19.0327855,72.8683125
Altia Lodha New Cuffe Parade,"MMRDA colony, kokari agar, Antop hill, Mumbai 400037",Yes,No,Yes,19.036814,72.871723
Priyadarshini Vidya Mandir Hall partition B,"Ground Floor, Kokri Agar, Antop Hill, Mumbai-37.",No,No,Yes,19.0327855,72.8683125
"Sadhana Vidyalaya, S.S.Mandal, Primary And Secondary Training Center, Building, Ground Floor, Room No.1","Scheme No. 6, Road No.24, Sion (W), Mumbai-22",Yes,No,Yes,19.042837,72.861091
"Sardar Nagar No.1 Mun. Upper Primary School, Ground Floor, Room No.1","Sion Koliwada, Mumbai-22",No,No,Yes,19.0373073,72.8663868
"Sardar Nagar No.1 Mun. Upper Primary School, Ground Floor, Room No.2","Sion Koliwada, Mumbai-22",Yes,Yes,No,19.0373073,72.8663868
"Sardar Nagar No.1 Mun. Upper Primary School, Ground Floor, Room No.3","Sion Koliwada, Mumbai-22",Yes,No,No,19.0373073,72.8663868
